14;3234;;;Картридж  для  принтера;;;шт;4008,96;1;4008,96;;;;;1;4008,96
15;2229;;;Клавиатура;;;шт;472,1;1;472,1;;;;;1;472,1
16;8207;;;Ключ;;;шт;111,85;6;671,1;;;;;6;671,1
17;2476;;;Ключ;;;шт;115,03;1;115,03;;;;;1;115,03
18;30416;;;Кнопки-гвоздики  силовые;;;шт;32,35;1;32,35;;;;;1;32,35
19;31510;;;Компьютер "Регард" РДЦБ-002072;;;шт;32377,97;1;32377,97;;;;;1;32377,97
20;30542;;;Корзина офисная черная пластик;;;шт;103;1;103;;;;;1;103
21;1612;;;Куртка  утепленная;;;шт;4802,06;1;4802,06;;;;;1;4802,06
22;2670;;;Ластик  резинка;;;шт;10,98;1;10,98;;;;;1;10,98
23;4564;;;Линейка  ;;;шт;37;2;74;;;;;2;74
24;4648;;;Лоток  для  бумаг;;;шт;231,78;4;927,12;;;;;4;927,12
25;34841;;;Маршрутизатор Xiaomi;;;шт;1104,4;1;1104,4;;;;;1;1104,4
26;28176;;;Мешки д/мусора 120 л;;;рул;62,88;2;125,76;;;2;125,76;;
27;2282;;;Монитор;;;шт;4297,7;1;4297,7;;;;;1;4297,7
28;42002;;;МФУ лазерный Jet Pro  М236 sdw;;;шт;33332,5;1;33332,5;;;;;1;33332,5
29;33125;;;Мышь Oklick 185М оптическая черная, USB ;;;шт;225,73;1;225,73;;;;;1;225,73
30;23743;;;Мышь беспроводная;;;шт;895,31;2;1790,62;;;;;2;1790,62
31;6345;;;Набор маркеров;;;шт;166,21;1;166,21;;;;;1;166,21
32;4649;;;Набор настольный;;;шт;2222,81;1;2222,81;;;;;1;2222,81
33;31656;;;Накопитель SSD SATA;;;шт;5315,02;1;5315,02;;;;;1;5315,02
34;31279;;;Нож канцелярский;;;шт;28,05;1;28,05;;;;;1;28,05
35;4681;;;Ножницы;;;шт;80,08;1;80,08;;;;;1;80,08
36;2713;;;Ножницы  канцелярские ;;;шт;106,74;1;106,74;;;;;1;106,74
37;33376;;;Память оперативная DDR4 4 GB-2666 МГц;;;шт;2100;1;2100;;;;;1;2100
38;2737;;;Папка  перфорированная;;;шт;10,13;2;20,26;;;;;2;20,26
39;2744;;;Папка  файл;;;шт;151,79;1;151,79;;;;;1;151,79
40;8409;;;Папка адресная;;;шт;100,15;2;200,3;;;;;2;200,3
41;8502;;;Папка-портфель;;;шт;569;1;569;;;;;1;569
42;4694;;;Папка-уголок;;;шт;10,14;8;81,12;;;;;8;81,12
43;2207;;;Переходник;;;шт;129,03;1;129,03;;;;;1;129,03
44;34072;;;Переходник HDMI длина 15 см;;;шт;750;1;750;;;;;1;750
45;2921;;;Печать;;;шт;231,26;1;231,26;;;;;1;231,26
46;2326;;;Противогаз ПШ;;;шт;;1;;;;;;1;
47;25192;;;Пульт ;;;шт;2847,82;1;2847,82;;;;;1;2847,82
48;5243;;;Регистратор;;;шт;92,72;5;463,6;;;;;5;463,6
49;30267;;;Ручка гелевая черн.;;;шт;25,9;1;25,9;;;;;1;25,9
50;19122;;;Ручка шариковая;;;шт;15,09;9;135,81;;;;;9;135,81
51;32692;;;Салфетка вискоза;;;упак;130,82;1;130,82;;;;;1;130,82
52;2765;;;Скобы  к  степлеру  N10  ;;;пачка;18,66;4;74,64;;;;;4;74,64
53;2768;;;Скрепки  канцелярские  28мм;;;пачка;24,73;4;98,92;;;;;4;98,92
54;31007;;;Скрепки канцелярские  33мм;;;пачка;35,95;1;35,95;;;;;1;35,95
55;30543;;;Скрепочница магнитная круглая открытая;;;шт;67,21;1;67,21;;;;;1;67,21
56;2771;;;Степлер  N  10;;;шт;117,44;1;117,44;;;;;1;117,44
57;2773;;;Степлер  N  24;;;шт;186,89;1;186,89;;;;;1;186,89
58;2361;;;Стойка-угол;;;шт;150;2;300;;;;;2;300
59;2363;;;Стол 1тумбовый письменный;;;шт;;2;;;;;;2;
60;2372;;;Стол для компьютера;;;шт;;1;;;;;;1;
61;2498;;;Стол письм.2-х тумб.;;;шт;;2;;;;;;2;
62;2619;;;Тумба;;;шт;1500;4;6000;;;;;4;6000
63;2980;;;Удлиннитель электрический;;;шт;263,75;1;263,75;;;;;1;263,75
64;22200;;;Файл А4;;;шт;1,49;500;745;;;;;500;745
65;3378;;;Фильтр  сетевой;;;шт;416,49;1;416,49;;;;;1;416,49
66;4395;;;Часы настенные;;;шт;;1;;;;;;1;
67;2738;;;Шкаф д/кн;;;шт;;1;;;;;;1;
68;2743;;;Шкаф для одежды;;;шт;;1;;;;;;1;
69;2805;;;Электрочайник;;;шт;1332,9;1;1332,9;;;;;1;1332,9
1;33146;;;Закладки клейкие ;;;упак;49,49;2;98,98;;;;;2;98,98
2;4564;;;Линейка  ;;;шт;37;1;37;;;;;1;37
3;32920;;;Мешок хоз, для мусора 240л;;;упак;16,2;10;162;;;10;162;;
Итого;;;;;;;;;667,3;204627,77;;;12;287,76;655,3;204340,01
